type,n_fft,hop_len,win_len,n_mel,n_mfcc,Accuracy,Epoch,Test Loss,Test F1,Max AUC-ROC,Max Confusion Matrix,Train Accuracy,Train Loss,Train F1,Train AUC-ROC,Train Confusion Matrix
mel,2048,512,2048,256,0,47.252747252747255,14.0,1.628696322441101,0.4752943906471873,77.29863585684069,"[[20  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  2  0  0  0  0]
 [ 1  0  6  0  3  2  0  0  0]
 [ 1  0  2  0  0  1  0  0  0]
 [ 1  0  3  0  6  3  0  0  0]
 [ 1  0  1  0  0 10  0  1  0]
 [ 1  0  5  0  5  3  1  0  0]
 [ 1  0  2  0  3  4  0  0  0]
 [ 0  0  1  0  0  1  0  0  0]]",44.3213296398892,1.4927133917808533,0.4335672226211131,80.31402742354314,"[[72  0  2  0  1  2  0  0  0]
 [ 0  0  3  0  6  1  0  0  0]
 [10  0 16  0 14 18  3  0  0]
 [ 2  0  4  0  2  2  0  0  0]
 [ 2  0 13  0 38  3  0  0  0]
 [ 2  0  5  0  5 31  3  0  0]
 [16  0 18  0 12 10  2  0  0]
 [ 6  0  8  0 12  7  2  1  0]
 [ 1  0  1  0  0  5  0  0  0]]"
mel,1024,512,1024,128,0,47.252747252747255,24.0,1.6638108491897583,0.4831673256351432,74.78621508773006,"[[19  0  1  0  0  0  0  0  0]
 [ 0  0  0  0  1  0  1  0  0]
 [ 0  0  2  0  2  3  5  0  0]
 [ 0  0  0  0  1  0  3  0  0]
 [ 1  0  0  0  4  3  5  0  0]
 [ 1  0  2  0  0  7  3  0  0]
 [ 1  0  2  0  2  0 10  0  0]
 [ 0  0  1  0  2  3  3  1  0]
 [ 0  0  0  0  0  0  2  0  0]]",46.81440443213297,1.474299639463425,0.4628185647306056,79.58080109404997,"[[66  0  3  0  2  0  6  0  0]
 [ 0  0  0  0  5  1  4  0  0]
 [ 0  0 13  0  6 15 26  1  0]
 [ 1  0  0  0  3  1  4  1  0]
 [ 1  0  2  0 26  2 22  3  0]
 [ 0  0  3  0  3 32  7  1  0]
 [ 6  0 13  0  6  5 26  2  0]
 [ 2  0  3  0  4  6 15  6  0]
 [ 0  0  4  0  0  0  3  0  0]]"
mel,4096,512,512,128,0,48.35164835164835,50.0,1.7941787242889404,0.4415951425503226,76.05405159523269,"[[19  0  1  0  0  0  0  0  0]
 [ 0  0  0  0  2  0  0  0  0]
 [ 0  0  9  0  0  3  0  0  0]
 [ 0  0  2  0  0  1  1  0  0]
 [ 0  0  3  0  6  3  1  0  0]
 [ 1  0  3  0  0  9  0  0  0]
 [ 1  0  6  0  5  2  1  0  0]
 [ 0  0  4  0  3  3  0  0  0]
 [ 0  0  1  0  1  0  0  0  0]]",45.15235457063712,1.3923282623291016,0.4221803534638835,83.35592892777066,"[[70  0  4  0  0  1  2  0  0]
 [ 0  0  3  0  7  0  0  0  0]
 [ 0  0 26  0  6 29  0  0  0]
 [ 0  0  4  0  4  2  0  0  0]
 [ 0  0 25  0 30  1  0  0  0]
 [ 0  0  6  0  5 35  0  0  0]
 [ 0  0 37  0  9 10  2  0  0]
 [ 5  0 11  0 14  6  0  0  0]
 [ 0  0  3  0  0  1  3  0  0]]"
mel,512,512,512,128,0,48.35164835164835,104.0,2.5341429710388184,0.4706028617759095,75.25058319933999,"[[20  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  1  0  0  1  0]
 [ 1  0  4  0  3  1  0  3  0]
 [ 1  0  1  0  1  0  0  1  0]
 [ 1  0  2  0  7  0  1  2  0]
 [ 1  0  1  0  1  5  3  2  0]
 [ 0  0  2  1  4  0  3  5  0]
 [ 0  0  0  0  1  2  2  5  0]
 [ 0  0  1  0  0  0  0  1  0]]",77.8393351800554,0.59642294049263,0.7857890385736368,97.5137252984259,"[[76  0  0  0  1  0  0  0  0]
 [ 0  0  0  0 10  0  0  0  0]
 [ 0  0 57  0  3  1  0  0  0]
 [ 0  0  0  7  0  0  1  2  0]
 [ 0  0  0  0 56  0  0  0  0]
 [ 0  0  4  0  1 36  0  5  0]
 [ 2  0  1  0  5  0 23 26  1]
 [ 6  0  0  3  2  0  2 23  0]
 [ 3  0  0  0  0  0  0  1  3]]"
mel,4096,512,2048,128,0,48.35164835164835,43.0,1.7857859134674072,0.4609437544317116,77.02708385496383,"[[18  0  1  0  0  0  1  0  0]
 [ 0  0  0  0  1  0  0  1  0]
 [ 0  0  3  0  6  2  0  1  0]
 [ 0  0  0  0  2  0  2  0  0]
 [ 0  0  3  0  9  1  0  0  0]
 [ 1  0  1  0  0  8  3  0  0]
 [ 1  0  2  0  3  0  5  3  1]
 [ 0  0  0  0  2  4  3  1  0]
 [ 0  0  0  0  1  0  1  0  0]]",64.26592797783934,0.9770846366882324,0.6296840603540633,92.20849831022753,"[[71  0  0  0  6  0  0  0  0]
 [ 0  0  0  0  8  0  0  2  0]
 [ 0  0 37  0 19  5  0  0  0]
 [ 0  0  2  0  0  0  6  2  0]
 [ 1  0  1  0 53  0  1  0  0]
 [ 0  0  3  0  3 34  4  2  0]
 [ 4  0  8  0 11  4 27  4  0]
 [ 3  0  3  0  3  7 12  8  0]
 [ 0  0  0  0  1  0  4  0  2]]"
mel,4096,512,1024,128,0,46.15384615384615,60.0,2.08581280708313,0.4548950946960249,74.88111688073393,"[[18  0  0  0  1  0  1  0  0]
 [ 0  0  1  0  1  0  0  0  0]
 [ 0  0  7  0  4  1  0  0  0]
 [ 0  0  0  0  2  1  1  0  0]
 [ 0  0  5  0  8  0  0  0  0]
 [ 1  0  4  0  1  5  2  0  0]
 [ 1  0  5  0  4  0  3  2  0]
 [ 0  0  3  0  2  2  2  1  0]
 [ 0  0  1  0  0  0  1  0  0]]",68.97506925207756,0.9436080306768416,0.6772671945032778,92.65206616643805,"[[73  0  1  0  1  0  2  0  0]
 [ 0  0  0  0 10  0  0  0  0]
 [ 0  0 53  0  4  2  2  0  0]
 [ 0  0  3  0  2  0  3  2  0]
 [ 0  0  0  0 54  0  1  1  0]
 [ 0  0  9  0  2 33  0  2  0]
 [ 0  0 22  0  7  0 28  1  0]
 [ 2  0 17  0  5  0  4  8  0]
 [ 0  0  0  0  1  0  6  0  0]]"
spectrogram,4096,512,1024,0,0,48.35164835164835,65.0,2.12856674194336,0.4307884190622846,79.18961946977247,"[[16  0  1  0  1  0  2  0  0]
 [ 0  0  0  0  2  0  0  0  0]
 [ 2  0  9  0  3  1  0  0  0]
 [ 0  0  0  0  1  0  2  0  0]
 [ 0  0  1  0 10  1  0  0  0]
 [ 0  0  3  0  1  5  3  0  0]
 [ 3  0  2  0  2  2  4  0  0]
 [ 2  0  4  0  2  1  1  0  0]
 [ 0  0  0  0  1  0  3  0  0]]",66.20498614958449,0.9607680290937424,0.6836254523232536,91.84288721872096,"[[76  0  1  0  0  0  0  0  0]
 [ 0  0  2  0  6  0  2  0  0]
 [ 0  0 42  0 10  4  2  0  0]
 [ 0  0  3  1  2  0  5  0  0]
 [ 1  0 13  0 43  0  0  0  0]
 [ 0  0 15  0  2 28  2  0  0]
 [ 2  0  7  0 10  0 41  0  0]
 [ 5  0  1  0  5  2 18  5  0]
 [ 0  0  1  0  0  0  1  0  3]]"
spectrogram,2048,256,2048,0,0,47.252747252747255,61.0,2.101195812225342,0.4825168077399226,74.63694817144571,"[[15  0  0  0  2  0  2  1  0]
 [ 0  0  0  0  2  0  0  0  0]
 [ 1  0  5  0  5  2  2  0  0]
 [ 0  0  0  0  2  0  1  0  0]
 [ 0  0  0  0 11  1  0  0  0]
 [ 0  0  2  0  4  5  1  0  0]
 [ 2  0  1  0  3  2  5  0  0]
 [ 0  0  1  0  1  1  5  2  0]
 [ 0  0  0  0  2  0  2  0  0]]",60.11080332409972,1.0989252775907516,0.6352827015691067,88.844631811491,"[[76  0  0  0  1  0  0  0  0]
 [ 0  0  1  0  9  0  0  0  0]
 [ 0  0 24  0 22  3  9  0  0]
 [ 0  0  0  1  5  0  5  0  0]
 [ 1  0  2  0 53  1  0  0  0]
 [ 0  0 17  0  3 25  2  0  0]
 [ 2  0  1  0 26  0 30  1  0]
 [ 3  0  3  0 14  0  9  7  0]
 [ 0  0  0  0  4  0  0  0  1]]"
spectrogram,1024,512,512,0,0,43.95604395604396,20.0,1.9050143957138064,0.4215619573702536,70.28283494495523,"[[16  0  0  0  4  0  0  0  0]
 [ 0  0  0  0  2  0  0  0  0]
 [ 1  0  6  0  3  4  1  0  0]
 [ 0  0  0  0  3  0  0  0  0]
 [ 1  0  0  0 10  1  0  0  0]
 [ 0  0  2  0  5  5  0  0  0]
 [ 3  0  4  0  2  1  3  0  0]
 [ 2  0  3  0  3  2  0  0  0]
 [ 1  0  1  0  2  0  0  0  0]]",49.86149584487535,1.3318873345851898,0.4623468620419853,82.22338434754684,"[[76  0  1  0  0  0  0  0  0]
 [ 0  0  1  0  9  0  0  0  0]
 [ 2  0 22  0 23  9  2  0  0]
 [ 1  0  4  0  4  0  2  0  0]
 [ 1  0  6  0 48  2  0  0  0]
 [ 0  0 11  0  6 29  1  0  0]
 [ 9  0 10  0 35  1  5  0  0]
 [ 5  0  6  0 20  3  2  0  0]
 [ 0  0  0  0  4  0  1  0  0]]"
spectrogram,4096,512,4096,0,0,51.64835164835165,93.0,2.52191162109375,0.5050059000578183,79.22732942831324,"[[16  0  0  0  2  0  1  1  0]
 [ 0  0  0  0  2  0  0  0  0]
 [ 1  0  8  0  5  1  0  0  0]
 [ 0  0  0  0  1  0  2  0  0]
 [ 0  0  0  0 11  1  0  0  0]
 [ 0  0  2  0  4  5  0  1  0]
 [ 4  0  2  0  2  2  3  0  0]
 [ 0  0  4  0  1  0  0  4  1]
 [ 0  0  0  0  1  0  3  0  0]]",72.29916897506925,0.7899548411369324,0.7485638257011119,94.83435915765796,"[[76  0  0  0  1  0  0  0  0]
 [ 0  0  0  0 10  0  0  0  0]
 [ 0  0 38  0 19  0  1  0  0]
 [ 0  0  0  5  4  0  1  1  0]
 [ 0  0  3  0 54  0  0  0  0]
 [ 0  0 10  0  2 34  1  0  0]
 [ 1  0  6  0 18  0 33  2  0]
 [ 1  0  7  0  8  0  3 17  0]
 [ 0  0  0  0  1  0  0  0  4]]"
spectrogram,2048,512,512,0,0,43.95604395604396,75.0,2.3817105293273926,0.4263676415897138,75.60904447245025,"[[15  0  0  0  1  0  2  2  0]
 [ 0  0  0  0  2  0  0  0  0]
 [ 2  0  4  0  3  2  3  1  0]
 [ 0  0  0  0  2  0  1  0  0]
 [ 0  0  0  0  8  1  0  3  0]
 [ 0  0  1  0  1  6  2  2  0]
 [ 3  0  3  0  2  1  3  1  0]
 [ 1  0  1  0  0  1  3  4  0]
 [ 0  0  0  0  1  0  3  0  0]]",70.6371191135734,0.7935305535793304,0.7040979173601087,95.33726996660944,"[[76  0  1  0  0  0  0  0  0]
 [ 0  0  0  0  8  0  1  1  0]
 [ 0  0 30  0 12  7  8  1  0]
 [ 0  0  0  4  1  0  4  2  0]
 [ 1  0  5  0 45  0  4  2  0]
 [ 0  0  1  0  3 39  3  1  0]
 [ 5  0  1  0  5  0 40  6  3]
 [ 4  0  0  0  2  2 11 17  0]
 [ 0  0  0  0  0  0  1  0  4]]"
spectrogram,512,512,512,0,0,43.95604395604396,21.0,1.9057494401931765,0.4061054925284187,72.34931713422843,"[[16  0  0  0  3  0  1  0  0]
 [ 0  0  0  0  2  0  0  0  0]
 [ 2  0  6  0  6  1  0  0  0]
 [ 0  0  0  0  2  0  1  0  0]
 [ 1  0  0  0 10  1  0  0  0]
 [ 0  0  1  0  4  6  1  0  0]
 [ 6  0  1  0  2  2  2  0  0]
 [ 2  0  1  0  6  1  0  0  0]
 [ 2  0  1  0  0  0  1  0  0]]",49.307479224376735,1.3112373054027555,0.4777553156134975,83.54394831072409,"[[76  0  0  0  0  0  1  0  0]
 [ 0  0  1  0  9  0  0  0  0]
 [ 4  0 15  0 25 13  1  0  0]
 [ 4  0  2  0  3  1  1  0  0]
 [ 2  0  1  0 49  4  1  0  0]
 [ 1  0 10  0  6 30  0  0  0]
 [14  0  4  0 32  2  7  1  0]
 [ 7  0  3  0 18  3  4  1  0]
 [ 3  0  0  0  1  0  1  0  0]]"
spectrogram,2048,512,2048,0,0,49.45054945054945,120.0,3.877162456512451,0.4781627449657442,75.52404727380761,"[[16  0  0  0  1  0  1  2  0]
 [ 0  0  0  0  2  0  0  0  0]
 [ 1  0  9  0  4  1  0  0  0]
 [ 0  0  0  0  2  0  1  0  0]
 [ 1  0  0  0 10  1  0  0  0]
 [ 0  0  1  0  4  5  0  2  0]
 [ 2  0  3  0  2  1  3  2  0]
 [ 0  0  4  0  2  1  1  2  0]
 [ 0  0  0  0  2  0  2  0  0]]",78.39335180055402,0.6002770215272903,0.7958548346807249,97.72595984217108,"[[76  0  0  0  1  0  0  0  0]
 [ 0  0  0  0 10  0  0  0  0]
 [ 0  0 46  0 11  0  1  0  0]
 [ 0  0  1  7  2  0  1  0  0]
 [ 0  0  2  0 55  0  0  0  0]
 [ 0  0 11  0  2 33  1  0  0]
 [ 0  0  4  0 13  0 39  4  0]
 [ 2  0  0  1  7  0  3 23  0]
 [ 0  0  0  0  1  0  0  0  4]]"
spectrogram,4096,512,512,0,0,45.05494505494506,91.0,2.6575820446014404,0.4474009019555763,73.11273040123596,"[[16  0  2  0  1  0  1  0  0]
 [ 0  0  0  0  2  0  0  0  0]
 [ 2  0  9  0  3  1  0  0  0]
 [ 0  0  0  0  1  0  2  0  0]
 [ 1  0  0  0  9  1  1  0  0]
 [ 0  0  5  0  1  3  3  0  0]
 [ 5  0  3  0  2  1  2  0  0]
 [ 2  0  4  0  0  1  1  2  0]
 [ 1  0  0  0  1  0  2  0  0]]",66.4819944598338,0.8705647438764572,0.6782912475425988,94.4588189487669,"[[76  0  1  0  0  0  0  0  0]
 [ 0  0  0  0  8  0  2  0  0]
 [ 1  0 46  0  9  1  1  0  0]
 [ 0  0  2  5  2  0  2  0  0]
 [ 2  0 12  0 42  0  1  0  0]
 [ 0  0 21  0  2 20  3  1  0]
 [ 8  0  7  0  7  0 36  2  0]
 [ 5  0  4  0  4  1 11 11  0]
 [ 0  0  1  0  0  0  0  0  4]]"
spectrogram,2048,2048,2048,0,0,45.05494505494506,93.0,4.07319974899292,0.4325057028086205,71.58664039740034,"[[16  0  0  0  1  0  1  2  0]
 [ 0  0  0  0  1  0  1  0  0]
 [ 1  0  6  0  2  2  1  3  0]
 [ 0  0  0  0  1  0  1  1  0]
 [ 0  0  2  0  6  1  3  0  0]
 [ 0  0  1  0  1  6  1  3  0]
 [ 2  0  2  0  2  3  3  1  0]
 [ 2  0  2  0  1  1  0  4  0]
 [ 0  0  0  0  1  0  3  0  0]]",84.21052631578948,0.4615304693579674,0.8411395382393999,98.32874340073003,"[[76  1  0  0  0  0  0  0  0]
 [ 0  0  0  0  9  0  0  1  0]
 [ 0  0 51  0  4  0  1  2  0]
 [ 0  0  0  5  3  0  3  0  0]
 [ 0  0  2  0 54  0  0  1  0]
 [ 0  0  1  0  1 42  3  0  0]
 [ 2  0  1  0  7  0 50  0  0]
 [ 3  0  0  0  4  0  6 23  0]
 [ 0  0  0  0  1  0  0  1  3]]"
spectrogram,2048,512,1024,0,0,45.05494505494506,32.0,2.097259283065796,0.4076269532014853,72.5315354613654,"[[16  0  0  0  2  0  2  0  0]
 [ 0  0  0  0  2  0  0  0  0]
 [ 1  0  6  0  2  3  3  0  0]
 [ 0  0  0  0  2  0  1  0  0]
 [ 0  0  0  0  9  1  2  0  0]
 [ 0  0  2  0  5  5  0  0  0]
 [ 3  0  2  0  2  1  5  0  0]
 [ 2  0  4  0  3  1  0  0  0]
 [ 1  0  1  0  1  0  1  0  0]]",55.95567867036011,1.1698128879070282,0.5750709188684093,86.9049045374085,"[[76  0  1  0  0  0  0  0  0]
 [ 0  0  0  0  8  0  2  0  0]
 [ 0  0 22  0 17  5 14  0  0]
 [ 1  0  2  0  2  0  6  0  0]
 [ 1  0  7  0 41  1  7  0  0]
 [ 0  0  6  0  4 35  2  0  0]
 [ 5  0  5  0 24  0 26  0  0]
 [ 3  0  6  0 21  1  3  2  0]
 [ 1  0  0  0  3  0  1  0  0]]"
spectrogram,4096,512,2048,0,0,49.45054945054945,91.0,2.8413028717041016,0.4718618755550902,76.25965034943934,"[[16  0  0  0  1  0  1  2  0]
 [ 0  0  0  0  1  0  1  0  0]
 [ 1  0  7  0  5  1  1  0  0]
 [ 0  0  0  0  1  0  2  0  0]
 [ 1  0  0  0 10  1  0  0  0]
 [ 0  0  1  0  1  6  2  2  0]
 [ 3  0  3  0  2  1  2  2  0]
 [ 0  0  4  0  0  1  0  4  1]
 [ 0  0  0  0  1  0  3  0  0]]",70.91412742382272,0.7942109107971191,0.719675702441494,94.1184093974896,"[[76  0  0  0  1  0  0  0  0]
 [ 0  0  0  0  9  0  0  1  0]
 [ 0  0 32  0 20  2  3  1  0]
 [ 0  0  0  2  3  0  4  2  0]
 [ 0  0  3  0 52  0  1  1  0]
 [ 0  0 11  0  4 29  2  1  0]
 [ 2  0  1  0 12  0 37  8  0]
 [ 1  0  0  0  3  2  6 24  0]
 [ 0  0  0  0  1  0  0  0  4]]"
