,Epoch,Accuracy,F1,Recall,Precision,Test Loss,AUC-ROC
0,1.0,12.087912087912088,0.026071967248437834,0.12087912087912088,0.014611761864509116,2.016643842061361,46.84903685176632
1,2.0,23.076923076923077,0.08653846153846156,0.23076923076923078,0.053254437869822494,1.9951902230580647,49.300785235648654
2,3.0,23.076923076923077,0.08653846153846156,0.23076923076923078,0.053254437869822494,1.9708497126897175,57.689602208382595
3,4.0,23.076923076923077,0.08653846153846156,0.23076923076923078,0.053254437869822494,1.9583685398101807,56.33554290507543
4,5.0,23.076923076923077,0.08653846153846156,0.23076923076923078,0.053254437869822494,1.959965467453003,59.34020172707526
5,6.0,16.483516483516482,0.062271352134452555,0.16483516483516483,0.03838649155722326,2.005094289779663,58.87008903577397
6,7.0,23.076923076923077,0.08653846153846156,0.23076923076923078,0.053254437869822494,1.9349145889282227,58.16620939499963
7,8.0,24.175824175824175,0.15575976732286234,0.24175824175824176,0.1148907272502778,1.9439375400543213,58.81012224056933
8,9.0,31.86813186813187,0.16813429396210855,0.31868131868131866,0.11419015766841854,1.906756043434143,60.91259978046051
9,10.0,19.78021978021978,0.1791332574233295,0.1978021978021978,0.1636844168489738,2.005543033281962,59.47946360949903
10,11.0,15.384615384615385,0.19322236510840232,0.15384615384615385,0.25968841285296984,2.0474565426508584,59.57906336830852
11,12.0,29.67032967032967,0.21673976787267693,0.2967032967032967,0.1707275483137552,2.065752903620402,60.453242795417715
12,13.0,29.67032967032967,0.16944721178499367,0.2967032967032967,0.11858576206402295,1.8126004139582317,61.7893018944771
13,14.0,29.67032967032967,0.17157677280280234,0.2967032967032967,0.12068230277185503,1.7720592021942139,62.72616589340234
14,15.0,34.065934065934066,0.2288996724611946,0.34065934065934067,0.17235529447511014,1.7923362652460735,64.73136411558544
15,16.0,34.065934065934066,0.21481515126568082,0.34065934065934067,0.1568665252875779,1.7564183870951335,63.809938335154406
16,17.0,36.26373626373626,0.2281892366172175,0.3626373626373626,0.1664702447311143,1.75786026318868,63.90871685729748
