,Epoch,Accuracy,F1,Recall,Precision,Test Loss,AUC-ROC
0,1.0,21.978021978021978,0.07920007920007921,0.21978021978021978,0.04830334500664171,2.881256341934204,36.5190665570321
1,2.0,14.285714285714286,0.03571428571428571,0.14285714285714285,0.02040816326530612,2.1007641156514487,52.16435114771918
2,3.0,29.67032967032967,0.1930252871804098,0.2967032967032967,0.14304174086782784,1.9875561396280925,52.25488202355294
3,4.0,31.86813186813187,0.24116599945935452,0.31868131868131866,0.19398220826792253,1.9118082125981648,59.163879651347706
4,5.0,23.076923076923077,0.10535266943991173,0.23076923076923078,0.06825694630572679,2.0133936405181885,65.19348591650032
5,6.0,29.67032967032967,0.24680137973114802,0.2967032967032967,0.2112685560053981,1.7711662848790486,63.84247416264137
6,7.0,29.67032967032967,0.18371811703792107,0.2967032967032967,0.13305175550073509,1.7762873967488606,69.45718342634957
7,8.0,28.571428571428573,0.246188594014681,0.2857142857142857,0.21626984126984128,2.3108413219451904,57.065898688225325
8,9.0,30.76923076923077,0.2475367329299914,0.3076923076923077,0.2070561017929439,1.7846773465474446,66.18301029963008
9,10.0,31.86813186813187,0.24738820404455075,0.31868131868131866,0.2021619684663163,1.7376683553059895,65.23699239456843
10,11.0,30.76923076923077,0.2488808089989774,0.3076923076923077,0.20894383394383395,1.916646679242452,58.91150544307621
11,12.0,32.967032967032964,0.2619445582633178,0.32967032967032966,0.2173029595507036,1.7661283016204834,62.29001689163552
12,13.0,32.967032967032964,0.2748264626717665,0.32967032967032966,0.23562753036437248,1.7179926633834839,65.39880127510307
13,14.0,38.46153846153846,0.3133367103263623,0.38461538461538464,0.26434676434676435,1.7252339124679565,66.8714043934178
14,15.0,34.065934065934066,0.278139763445168,0.34065934065934067,0.23500958067480474,1.7644620339075725,63.99078372233874
15,16.0,30.76923076923077,0.22304902371860832,0.3076923076923077,0.17492797058014448,1.7602322101593018,70.29776714782699
16,17.0,34.065934065934066,0.24212053091363436,0.34065934065934067,0.18779819620155755,1.7238680521647136,71.32619235662952
17,18.0,36.26373626373626,0.337553593146784,0.3626373626373626,0.3157154321088747,1.6889761686325073,68.34289599586528
18,19.0,36.26373626373626,0.300483231463966,0.3626373626373626,0.25651748719664413,1.817474404970805,69.20212400625357
19,20.0,39.56043956043956,0.33517048775786357,0.3956043956043956,0.2907539064822174,1.6785354216893513,73.77723354023027
20,21.0,36.26373626373626,0.3422576294966086,0.3626373626373626,0.32404664301216024,1.728299578030904,67.71001091641547
