,Epoch,Loss,Accuracy (within 5dB)
0,1.0,0.004244543112124117,4.5335224022775265
1,2.0,0.004116297149048827,4.571908907626627
2,3.0,0.004003215521669236,4.542711239960243
3,4.0,0.003867484637088796,4.575388704145525
4,5.0,0.003770619027784711,4.6096973229490406
5,6.0,0.0036478976979931067,4.544940484605163
6,7.0,0.0035202446075293203,4.5825657844657535
7,8.0,0.0034190907645911075,5.022977531388852
8,9.0,0.0032922662992954763,5.294456031683548
9,10.0,0.0031184918456438125,4.881991400552852
10,11.0,0.0029820682395634433,5.349589057779847
11,12.0,0.0028719370103618717,5.4511012468545905
12,13.0,0.002712110678354899,6.131618953581689
13,14.0,0.002582743970223001,6.8144202767743165
14,15.0,0.0024306745574878045,7.021087566904526
15,16.0,0.0023276238395764045,6.5435942383269134
16,17.0,0.0022166785213767024,6.53630841436547
17,18.0,0.002045626267076681,7.163922339641189
18,19.0,0.0018590794076807837,6.737266663331861
19,20.0,0.001691148494379208,6.703121159990169
20,21.0,0.0015148775646100028,7.130103067223144
21,22.0,0.001318963190998894,9.02332986078639
22,23.0,0.001109915800368824,11.969086357675234
23,24.0,0.0009878994113467119,13.752210214507707
24,25.0,0.0009351416200367661,12.616709112934622
25,26.0,0.0009563817891576927,11.436514374821932
26,27.0,0.0009310250909437641,11.718541008314538
27,28.0,0.0008840774194881939,12.30233124618038
28,29.0,0.000825580030965348,13.048203881278042
29,30.0,0.0008270678301842703,13.1965845797167
30,31.0,0.0008279574247467886,12.20930106112045
31,32.0,0.0008202564284697381,13.082784359184597
32,33.0,0.0008299652570352767,12.691959712655803
33,34.0,0.0008433598616379646,12.447775866306218
34,35.0,0.0008467366012394491,12.775257341826936
35,36.0,0.0008281269393409023,13.499816223246347
36,37.0,0.0008252920370640212,12.844907644025517
37,38.0,0.0008236277408112352,13.287820494696573
38,39.0,0.0008069361868503883,14.253518400511531
39,40.0,0.0007756155012006831,14.087738719478379
40,41.0,0.000797463539309395,13.802776007672952
41,42.0,0.0007811841714623383,14.035922374439155
42,43.0,0.0007904911288818993,14.185118650186931
43,44.0,0.000777169522512962,14.070394108704493
44,45.0,0.000755006195511173,15.941328455818546
45,46.0,0.000729638753861538,14.595897754878784
46,47.0,0.0007501701736094726,15.007927411444616
47,48.0,0.0007341140692734236,15.888696533470206
48,49.0,0.000723004134826132,15.640869775139898
49,50.0,0.0007318921775990528,15.823722207843897
50,51.0,0.0007276598669596501,16.229934079604696
51,52.0,0.0007255977620712865,16.27234409967877
52,53.0,0.0007415440199347223,16.042731901252075
53,54.0,0.0007246893307906243,16.086392473200128
54,55.0,0.0007277655398375944,16.133097867102222
55,56.0,0.0007297853533579265,16.221343331948663
56,57.0,0.0007127416781343211,16.46677773017223
57,58.0,0.0007217627522536614,16.589331813822188
58,59.0,0.0007297671037994888,16.582100361681352
59,60.0,0.0007336177606298266,16.515549253257415
60,61.0,0.0007251429989442023,16.472541143156654
61,62.0,0.0007193126776220953,16.21335067431932
62,63.0,0.0007318297323708336,16.144080974864995
63,64.0,0.0007192228263178573,16.41626630882759
64,65.0,0.0007265427400763678,16.685787423580408
65,66.0,0.0007151491916217743,16.718247400483257
66,67.0,0.0007194025130571522,16.676924816821337
67,68.0,0.0007213362204000211,16.703838868022192
68,69.0,0.0007189578744677055,16.655556691322477
69,70.0,0.0007260619990995771,16.62472786903786
70,71.0,0.0007094415073323682,16.7513598392334
71,72.0,0.000711524131072088,16.907896310763228
72,73.0,0.0007146074019047145,16.809157084539482
73,74.0,0.0007272771657846225,16.84161706144233
74,75.0,0.0007171800659614376,16.925730267922585
