,Epoch,Loss,Accuracy (within 5dB)
0,1.0,0.004101982512793983,2.8833376468311016
1,2.0,0.003997424286140547,3.3136362351211512
2,3.0,0.003771193746052865,3.953266332751192
3,4.0,0.0036378957973882413,4.656620204133563
4,5.0,0.0034729628263317105,5.632974986787648
5,6.0,0.003310399949233245,6.8059382727595
6,7.0,0.003162432275514125,8.164146351542094
7,8.0,0.0029900451056873454,9.327050850701506
8,9.0,0.0028753952858166193,10.086244581848076
9,10.0,0.002768545549390669,10.715924636306893
10,11.0,0.0026610571101577645,10.428297705291683
11,12.0,0.0025454019459164815,10.916774141632068
12,13.0,0.0024691058423953315,11.159816179748889
13,14.0,0.0023584763209025064,11.16644954186304
14,15.0,0.002252992984458915,10.956139339752108
15,16.0,0.002128637255952,10.581843726688083
16,17.0,0.0020000563896756074,10.92014519450975
17,18.0,0.0018932015116349323,11.641822369436946
18,19.0,0.0017424320387510192,12.124752880075338
19,20.0,0.0016177758114279523,13.421357686109307
20,21.0,0.0015067710790136499,13.288744815646906
21,22.0,0.001422906582093975,12.646233011524652
22,23.0,0.001314101127770762,12.837784935525894
23,24.0,0.0011903172293410134,13.845403515029458
24,25.0,0.0010746833932793306,13.945121434024147
25,26.0,0.0010174968943428308,13.76661874696877
26,27.0,0.0009378225595171586,13.753786997305333
27,28.0,0.0008639886546820498,14.81838724480586
28,29.0,0.0008093470328659041,15.483789585403992
29,30.0,0.0007668219435329254,16.22286574292568
30,31.0,0.000743140602391114,16.003475446773248
31,32.0,0.0007749577395070476,15.282178874590308
32,33.0,0.0007790390390176742,15.354384652357453
33,34.0,0.0007794354987728456,15.43643172965461
34,35.0,0.0007820590394246566,15.173054630630473
35,36.0,0.0007668021387947253,16.193396216156263
36,37.0,0.0007268195779432758,16.962866221397704
37,38.0,0.0007277995157546509,16.367386042101188
38,39.0,0.0007235377677840293,16.432414739548104
39,40.0,0.0007129606410972099,16.942585532310996
40,41.0,0.0006919109656280095,17.081179303040255
41,42.0,0.000700948099358775,17.126199170503504
42,43.0,0.0007023012327056088,17.163280752158016
43,44.0,0.0006959315337819921,17.36717507943723
44,45.0,0.0006948806448612477,17.232496079791733
45,46.0,0.0006965487655867149,17.36771879764331
46,47.0,0.0006861549914200592,17.59151321126497
47,48.0,0.000697062022515887,17.654693266811222
48,49.0,0.0006792640692382829,17.525016474661644
49,50.0,0.0006728373364772533,17.502887143674272
50,51.0,0.000678906917445068,17.69884318514475
51,52.0,0.0006667715958513011,17.629084139304954
52,53.0,0.0006883351788861048,17.679758676111415
53,54.0,0.0006649540826535453,17.46009652085594
54,55.0,0.0006785636829238095,17.616796107847595
55,56.0,0.0006713437767455372,17.696722684141044
56,57.0,0.0006679642124297901,17.609455912065542
57,58.0,0.0006638744863839195,17.650397892983207
58,59.0,0.0006698794004381401,17.772027655682834
59,60.0,0.0006611805500440831,17.752345056622815
60,61.0,0.0006635178424045046,17.775888054945987
61,62.0,0.0006542354028699751,17.70835825375111
62,63.0,0.000656012513132268,17.635391270495457
63,64.0,0.0006523643629238628,17.847006396300976
64,65.0,0.0006441021054443587,17.82308279523355
65,66.0,0.0006432011326788841,17.769580923755484
66,67.0,0.0006459100971333643,17.78670804724694
67,68.0,0.0006449873994587582,17.819439883252826
68,69.0,0.0006372290043531262,17.83509896758787
69,70.0,0.0006413744470943658,17.80340019617353
70,71.0,0.0006407021492307052,17.844396548911803
71,72.0,0.0006409467885288568,17.78888292007125
72,73.0,0.0006344901582303519,17.79470070487628
73,74.0,0.0006382264776097827,17.787306137273625
74,75.0,0.0006325037017290077,17.791873370204677
