,Epoch,Loss,Accuracy (within 5dB)
0,1.0,0.003253778075765624,3.1915714978566627
1,2.0,0.002980937655614461,2.9472789078658623
2,3.0,0.0028343598682659503,2.911230390802898
3,4.0,0.002615182734906864,3.159383380056851
4,5.0,0.0023856073522720094,4.174396527163074
5,6.0,0.002179062595001806,5.4617037518731095
6,7.0,0.0020051942592738663,6.935288833985433
7,8.0,0.001844633882418989,7.629780098608734
8,9.0,0.0016670911964644004,8.16942041814105
9,10.0,0.0015130824110886286,10.047259986472291
10,11.0,0.0013384030967220838,10.720546241058553
11,12.0,0.0012004577631132799,11.693475599014349
12,13.0,0.0010609702942089533,13.446096864485849
13,14.0,0.0009657557145221292,14.852424004506338
14,15.0,0.0008807767567416223,16.173767988916847
15,16.0,0.0008362836350267307,16.7115596665485
16,17.0,0.0008200509225725493,16.839333444976806
17,18.0,0.0007994566449976831,16.11983114287392
18,19.0,0.0007775557149078645,15.509018110166009
19,20.0,0.0007192936346045952,16.770988066472814
20,21.0,0.000675471207966058,17.795135679441145
21,22.0,0.0006518342846625657,19.432651800685953
22,23.0,0.0006056917202485382,19.421396833820143
23,24.0,0.0005883422459022433,20.02421720889871
24,25.0,0.0006249444965864269,18.557700463465398
25,26.0,0.0006269493930763837,18.02360606963508
26,27.0,0.0006004743619213977,19.40954377692764
27,28.0,0.0005953060711026826,20.29977359573899
28,29.0,0.0005709207254730728,20.94435152904434
29,30.0,0.0005416683336924187,21.180923320508832
30,31.0,0.0005636813319402254,21.47355245901996
31,32.0,0.0005430943541887343,22.19653455764174
32,33.0,0.0005189149270550257,21.539287990134774
33,34.0,0.0005369478235610377,21.945064887330716
34,35.0,0.000530276102379869,22.554681739985256
35,36.0,0.0005152831855800332,21.89400974778
36,37.0,0.0005217195826724442,21.884929653738496
37,38.0,0.0005438996357912708,21.491821390744175
38,39.0,0.0005226765736477317,21.251280456375312
39,40.0,0.0005366869659596485,21.97442567045892
40,41.0,0.0005286801546907273,21.492365108950253
41,42.0,0.0005389158876813131,21.597955184570583
42,43.0,0.0005190819025801393,20.826962768352118
43,44.0,0.000528153567649305,21.918694554335936
44,45.0,0.000527523688107126,21.814463774230802
45,46.0,0.0005284617788875446,21.991552793950373
46,47.0,0.0005280990094041672,21.680545980073816
47,48.0,0.0005262525190814489,21.678371107249504
48,49.0,0.0005186462142089177,22.123404458924263
49,50.0,0.0005354981579846595,22.94817060572383
50,51.0,0.0005169790456343256,21.939627705269935
51,52.0,0.0005277916551017152,22.53559723095192
52,53.0,0.0005113418681172136,22.97133300130275
53,54.0,0.0005122200844767756,23.195453645848062
54,55.0,0.000532873062153086,22.570123337037867
55,56.0,0.0004979704483883322,22.54619973597044
56,57.0,0.0005023864130623424,22.826975817589066
57,58.0,0.0005123165056220512,22.595732464544135
58,59.0,0.0005154216124480779,22.961546073593347
59,60.0,0.0005140193163777312,22.69501540897396
60,61.0,0.000500071147125496,22.423917511423518
61,62.0,0.0005089916582432545,23.40995047814579
62,63.0,0.0005176875093620552,23.869392362281616
63,64.0,0.0005037501946297951,24.01842552256757
64,65.0,0.0005070709001522856,23.3848850688456
65,66.0,0.0004951101871598135,22.39194688090614
66,67.0,0.0004890670601171426,22.262215716935952
67,68.0,0.0005176406318006424,23.898046311741922
68,69.0,0.0004952657210052458,23.5049380487476
69,70.0,0.00048641689097919406,22.896082401581566
70,71.0,0.0004973241601127405,23.038699687035802
71,72.0,0.0005170999846646326,23.837149872661197
72,73.0,0.0005038329841483769,23.485853539714267
73,74.0,0.0004980019487131137,23.437408247552725
74,75.0,0.0004926929776026165,23.407340630756618
