,Epoch,Loss,Accuracy (within 5dB)
0,1.0,0.0020191151494035327,5.102135256156521
1,2.0,0.0019255820681619695,5.635275594447115
2,3.0,0.0018579306693884512,6.192624985863326
3,4.0,0.0017729973513732195,6.795846777898724
4,5.0,0.001681078483248417,7.828690908705363
5,6.0,0.0014977955018369534,9.319651610520513
6,7.0,0.0013169470115210683,9.777701915872656
7,8.0,0.0010802550945546046,12.72632482717917
8,9.0,0.0008707063964888438,14.991914485495773
9,10.0,0.0007118096652503212,16.282388443976366
10,11.0,0.000654150121889937,17.788004900124402
11,12.0,0.0005962521282120889,18.678278471260143
12,13.0,0.0005879611951220658,18.547729606081596
13,14.0,0.0005800433940907763,19.535308771452403
14,15.0,0.0005564582836640656,20.003232659603043
15,16.0,0.0005461306681140417,20.407950155856824
16,17.0,0.0005394220828248289,20.36580519840821
17,18.0,0.0005271513812458173,20.73679347557183
18,19.0,0.0005295699396834206,20.94319442873703
19,20.0,0.000522390880777686,21.073185557974497
20,21.0,0.0005223873419502673,21.046971968743815
21,22.0,0.0005103546146132821,21.18221465124827
22,23.0,0.0005070592204348855,20.82299957236563
23,24.0,0.000516191140785258,21.155272139797564
24,25.0,0.000521656502676975,20.29913090382821
25,26.0,0.0005095545381021957,20.624760339209477
26,27.0,0.0005119467536989238,20.73325930723232
27,28.0,0.0005079131728163162,21.01887533044474
28,29.0,0.0005016964369307692,20.845988232986514
29,30.0,0.0004920581468758873,21.288427454126495
30,31.0,0.0004944293834150028,21.37478264864712
31,32.0,0.0004901620653617624,20.925120470963275
32,33.0,0.00048210107670805324,21.439181822358563
33,34.0,0.0004864841287001507,20.83938927804009
34,35.0,0.00047925628793125334,21.53491360725494
35,36.0,0.0004798039333761944,21.229931445969637
36,37.0,0.0004741843547810889,21.253571718878113
37,38.0,0.00046822769890704984,21.767997531383415
38,39.0,0.0004761890449716895,20.6821629640363
39,40.0,0.000470123224999831,21.810562171322346
40,41.0,0.0004659269691402285,21.578577152661936
41,42.0,0.0004647885616848898,21.531296606844975
42,43.0,0.0004581350741929774,22.00121398682462
43,44.0,0.00046245755352024325,21.478908083349825
44,45.0,0.0004649413977695095,22.025174543738867
45,46.0,0.00045681724977442503,22.124263788557776
46,47.0,0.00045824263550349063,21.700251942025503
47,48.0,0.00045731311408094704,22.460606171718172
48,49.0,0.000465131653383517,21.93890770342673
49,50.0,0.000456124560012858,22.170572438081372
50,51.0,0.000447805903463191,22.713321296544997
51,52.0,0.00045319869558905134,22.177392278549014
52,53.0,0.0004461705525970053,22.678001701702055
53,54.0,0.00044623664773691193,22.89492232781532
54,55.0,0.00044786434965773513,22.616645226045407
55,56.0,0.0004386266136067871,23.000676793237016
56,57.0,0.0004397108912848817,23.17733551097006
57,58.0,0.00044396854500674084,22.844582517529474
58,59.0,0.00044389316639580284,23.002151204091152
59,60.0,0.0004413138055445922,23.3342636295202
60,61.0,0.00043913772819649045,23.42411433741412
61,62.0,0.0004517286063764042,22.97561180871667
62,63.0,0.0004438206283683086,23.196596728420367
63,64.0,0.0004323636031887148,23.51925525354124
64,65.0,0.00044082819272915776,23.75175935317651
65,66.0,0.000429036661077993,23.786670309805196
66,67.0,0.0004291066917748497,23.81740100794481
67,68.0,0.00042685118917459115,23.73233799372332
68,69.0,0.00042259040922402574,23.869778487163902
69,70.0,0.00042325956498979886,24.050026594616757
70,71.0,0.0004237851998803461,24.11998656132489
71,72.0,0.0004296956605677661,24.129263753216094
72,73.0,0.0004247603451989837,24.109395100582432
73,74.0,0.0004255790521288578,24.202006877491588
74,75.0,0.0004217470574556702,24.144907970256437
