,Epoch,Accuracy,F1,Recall,Precision,Test Loss,AUC-ROC
0,1.0,12.087912087912088,0.026071967248437834,0.12087912087912088,0.014611761864509116,2.3156510988871255,62.36051338742605
1,2.0,29.67032967032967,0.2207216036144561,0.2967032967032967,0.1757216663933082,1.9568036397298176,60.20243068739016
2,3.0,31.86813186813187,0.20211499646350514,0.31868131868131866,0.14798534798534801,1.8266671498616536,66.87475490525614
3,4.0,32.967032967032964,0.20277649258200658,0.32967032967032966,0.14641839641839643,1.7628153165181477,68.02198233069569
4,5.0,20.87912087912088,0.21963997716048764,0.2087912087912088,0.23167793744716822,1.9685418208440144,62.44998393109466
5,6.0,30.76923076923077,0.216646121055668,0.3076923076923077,0.1671781026619736,1.767229437828064,69.93443815661334
6,7.0,31.86813186813187,0.25568078778852615,0.31868131868131866,0.21347803335380974,1.8276111284891765,67.78024221081084
7,8.0,30.76923076923077,0.2247823205961335,0.3076923076923077,0.17706959706959707,1.7366132736206055,71.11522414158071
8,9.0,29.67032967032967,0.2914848970125352,0.2967032967032967,0.2864468864468865,1.8157111008961995,66.98700258355585
9,10.0,31.86813186813187,0.22135114090881655,0.31868131868131866,0.16956375984255126,1.72562575340271,69.81405363809938
10,11.0,34.065934065934066,0.2778364492650207,0.34065934065934067,0.23457682668208987,1.66476837793986,72.1392560932581
11,12.0,31.86813186813187,0.31156807637393763,0.31868131868131866,0.3047654483135837,1.7254712184270222,71.74939313965888
12,13.0,30.76923076923077,0.2952328881488052,0.3076923076923077,0.28374324088609804,1.7750054995218914,69.67497808992769
13,14.0,16.483516483516482,0.19778048754011876,0.16483516483516483,0.2471849138515805,2.033862749735514,61.78474878354421
14,15.0,19.78021978021978,0.22646272646272647,0.1978021978021978,0.2648361296298083,2.1083598534266152,64.68897059300586
15,16.0,32.967032967032964,0.3291342803537925,0.32967032967032966,0.3285999714571143,1.7299486796061199,72.24529133107949
16,17.0,37.362637362637365,0.3319090070033217,0.37362637362637363,0.2985718734706589,1.7231045166651409,69.10538342468817
17,18.0,38.46153846153846,0.4350389949861791,0.38461538461538464,0.5006786619973433,1.6559042930603027,70.06184844756618
18,19.0,30.76923076923077,0.3711569694147577,0.3076923076923077,0.4676053113553113,1.786308487256368,67.30366550872807
19,20.0,20.87912087912088,0.2539259420447539,0.2087912087912088,0.32395604395604394,2.1713879108428955,63.011489666798795
20,21.0,23.076923076923077,0.32403970466097026,0.23076923076923078,0.5438477778379256,2.1202812592188516,63.86823959556107
21,22.0,28.571428571428573,0.3021630930378275,0.2857142857142857,0.320621539799622,2.301400343577067,55.61111997125372
22,23.0,26.373626373626372,0.32843164038906775,0.26373626373626374,0.4351836197990044,1.8844236532847087,68.09241357756845
23,24.0,31.86813186813187,0.39527052685593694,0.31868131868131866,0.5203198587127159,1.832564393679301,68.9507533700508
24,25.0,32.967032967032964,0.37726978903449493,0.32967032967032966,0.4409340659340659,2.001902461051941,66.81177109718945
25,26.0,39.56043956043956,0.3777699302234266,0.3956043956043956,0.3614741114741115,1.6368727684020996,67.02042077035617
26,27.0,31.86813186813187,0.3780615068384853,0.31868131868131866,0.4646379261763877,2.0660612185796103,62.89381000081305
